season,team,playoffs,age,Strength of Schedule,o_rtg,d_rtg,pace,f_tr,3pt Attempt Rate,ts_percent,e_fg_percent,tov_percent,orb_percent,ft_fga,opp_e_fg_percent,opp_tov_percent,drb_percent,opp_ft_fga,attend_g
2020,Chicago Bulls,FALSE,24.4,-0.93,106.7,109.8,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,0.546,16.3,75.6,0.239,18804
2020,Charlotte Hornets,FALSE,24.3,-0.28,106.3,113.3,95.8,0.252,0.399,0.539,0.504,13.3,23.9,0.188,0.546,13.1,74.4,0.159,15428
2020,Cleveland Cavaliers,FALSE,25,0.12,107.5,115.4,98.7,0.227,0.362,0.553,0.522,14.6,24.6,0.172,0.56,11.7,77.4,0.164,17861
2020,Dallas Mavericks,TRUE,26.1,-0.07,116.7,111.7,99.3,0.264,0.457,0.581,0.545,11.2,23.2,0.206,0.525,10.6,77.7,0.175,20062
2020,Denver Nuggets,TRUE,25.6,0.24,113.1,111,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,0.533,12.9,76.8,0.198,19186
2020,Detroit Pistons,FALSE,25.9,-0.82,109,112.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.194,0.541,12.7,75.9,0.186,15294
2020,Golden State Warriors,FALSE,24.4,0.59,105.2,113.8,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,18064
2020,Houston Rockets,TRUE,29.2,0.17,112.9,110.1,103.7,0.288,0.501,0.578,0.537,12.6,21,0.228,0.529,13.7,75.6,0.197,18077
2020,Indiana Pacers,TRUE,25.6,-0.33,110,108,98.9,0.216,0.317,0.565,0.534,12,20,0.17,0.511,13,76.7,0.192,16531
2020,Los Angeles Clippers,TRUE,27.4,0.21,113.9,107.6,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.206,19068
2020,Los Angeles Lakers,TRUE,29.5,0.49,112,106.3,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,18997
2020,Memphis Grizzlies,FALSE,24.1,0.16,109.2,110.3,102.8,0.24,0.346,0.561,0.528,13.2,23,0.183,0.521,12.7,77.8,0.217,15857
2020,Miami Heat,TRUE,25.9,-0.35,112.5,109.5,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,0.523,12.6,79.5,0.213,19680
2020,Milwaukee Bucks,TRUE,29.2,-0.67,112.4,102.9,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,0.489,12,81.6,0.178,17711
2020,Minnesota Timberwolves,FALSE,24.8,0.28,108.1,112.2,103.4,0.277,0.433,0.551,0.514,13,22.1,0.209,0.541,13.2,77.2,0.218,15066
2020,New Orleans Pelicans,FALSE,25.4,0.74,110.7,111.9,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,0.532,12.4,77.8,0.212,16505
2020,New York Knicks,FALSE,24.5,-0.26,106.5,113,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.224,18812
2020,Oklahoma City Thunder,TRUE,25.5,0.34,110.8,108.8,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.173,18203
2020,Orlando Magic,TRUE,26.1,0.09,108.5,109.5,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,17093
2020,Philadelphia 76ers,TRUE,26.3,-0.13,111.3,109,99,0.255,0.36,0.566,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,20629
2020,Phoenix Suns,FALSE,24.6,0.35,111.7,111.4,101.3,0.271,0.361,0.576,0.532,13,22.2,0.226,0.539,13.7,78.8,0.221,15606
2020,Portland Trail Blazers,TRUE,27.5,0.54,113.7,114.8,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,0.53,11.2,75.3,0.208,19634
2020,Sacramento Kings,FALSE,27,0.46,110.2,112.2,98.9,0.23,0.395,0.566,0.534,13,21.9,0.177,0.543,13.6,78.4,0.225,16796
2020,San Antonio Spurs,FALSE,27.6,0.46,112.4,113.5,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,18351
2020,Toronto Raptors,TRUE,26.6,-0.26,111.1,105,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,19796
2020,Utah Jazz,TRUE,27.3,0.05,112.3,109.9,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,0.518,11.1,78.9,0.185,18306
2020,Washington Wizards,FALSE,25.1,-0.57,110.9,115.5,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,0.558,13.9,75.3,0.231,16647
2019,Atlanta Hawks,FALSE,25.1,-0.04,108.1,113.9,103.9,0.255,0.403,0.555,0.522,14.3,24.7,0.192,0.541,12.8,76.4,0.237,15328
2019,Boston Celtics,TRUE,25.7,-0.54,112.2,107.8,99.6,0.215,0.381,0.567,0.534,11.5,21.6,0.173,0.514,13.4,77,0.198,18624
2019,Brooklyn Nets,TRUE,25.4,-0.33,109.6,109.7,100.8,0.284,0.403,0.556,0.52,13,23.8,0.211,0.512,11.6,76.4,0.19,14941
2019,Chicago Bulls,FALSE,24,0.1,104.8,113.2,99,0.235,0.295,0.541,0.505,12.7,19.4,0.184,0.541,11.9,77.3,0.188,20085
2019,Charlotte Hornets,FALSE,26.6,-0.22,111.4,112.5,98.7,0.257,0.378,0.554,0.514,10.9,21.7,0.205,0.538,12.1,77.1,0.179,16502
2019,Cleveland Cavaliers,FALSE,25.2,0.22,107.7,117.6,96.6,0.236,0.332,0.54,0.503,12.2,23.7,0.187,0.564,11.5,77,0.181,19350
2019,Dallas Mavericks,FALSE,26.9,0.42,109.4,110.7,99,0.291,0.422,0.555,0.519,12.7,22.7,0.216,0.522,11.6,77.5,0.191,20014
2019,Denver Nuggets,TRUE,24.9,0.24,113,108.9,97.7,0.232,0.348,0.558,0.527,11.9,26.6,0.175,0.521,12.3,78,0.194,18450
2019,Detroit Pistons,TRUE,26.9,-0.31,109,109.2,97.4,0.262,0.394,0.544,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.211,16487
2019,Golden State Warriors,TRUE,28.4,-0.04,115.9,109.5,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,0.508,11.7,77.1,0.205,19596
2019,Houston Rockets,TRUE,29.2,0.19,115.5,110.7,97.9,0.279,0.519,0.581,0.542,12,22.8,0.221,0.525,13.4,74.4,0.21,18058
2019,Indiana Pacers,TRUE,27,-0.57,109.9,106.5,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,16812
2019,Los Angeles Clippers,TRUE,27.2,0.23,112.4,111.5,101.7,0.326,0.295,0.575,0.529,12.7,22,0.258,0.514,11.4,76,0.224,17325
2019,Los Angeles Lakers,FALSE,26.2,0.39,107.8,109.5,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,18997
2019,Memphis Grizzlies,FALSE,27.7,0.51,106.1,108.8,96.6,0.272,0.342,0.548,0.508,12.9,20,0.21,0.521,13.9,77.6,0.232,15569
2019,Miami Heat,FALSE,27,-0.22,107.3,107.6,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,19641
2019,Milwaukee Bucks,TRUE,26.9,-0.82,113.8,105.2,103.3,0.255,0.419,0.583,0.55,12,20.8,0.197,0.503,11.5,80.3,0.162,17602
2019,Minnesota Timberwolves,FALSE,26.2,0.48,111.4,112.9,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,15306
2019,New Orleans Pelicans,FALSE,25.7,0.23,111.4,112.6,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,16004
2019,New York Knicks,FALSE,23.4,0.28,104.5,113.7,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,0.533,11.7,76.1,0.203,19002
2019,Oklahoma City Thunder,TRUE,25.7,0.15,110.3,107,102.8,0.266,0.347,0.545,0.514,11.7,26,0.19,0.523,14.4,78.2,0.206,18203
2019,Orlando Magic,TRUE,25.7,-0.43,108.9,108.1,98.1,0.216,0.36,0.55,0.518,11.9,22,0.168,0.515,11.8,79.7,0.186,17431
2019,Philadelphia 76ers,TRUE,26.4,-0.44,112.6,110,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,0.512,11.1,78.6,0.206,20447
2019,Phoenix Suns,FALSE,24,0.73,105.9,115.1,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,15293
2019,Portland Trail Blazers,TRUE,26.2,0.24,114.7,110.5,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,0.516,11,77.9,0.195,19496
2019,Sacramento Kings,FALSE,24.8,0.31,110.4,111.5,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,17097
2019,San Antonio Spurs,TRUE,28.8,0.12,112.9,111.2,98.3,0.237,0.286,0.572,0.534,11,21,0.194,0.528,11,79.4,0.17,18308
2019,Toronto Raptors,TRUE,27.3,-0.6,113.1,107.1,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,0.509,13.1,77.1,0.19,19825
2019,Utah Jazz,TRUE,27.3,0.03,110.9,105.7,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,18306
2019,Washington Wizards,FALSE,26.5,-0.4,111.1,113.9,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.199,17448
2018,Atlanta Hawks,FALSE,25.4,0.15,105,110.6,98.3,0.236,0.363,0.547,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,14409
2018,Boston Celtics,TRUE,24.7,-0.35,107.6,103.9,96,0.243,0.357,0.552,0.518,13,21.5,0.188,0.495,13,78.4,0.191,18624
2018,Brooklyn Nets,FALSE,25.1,0.07,106.9,110.6,98.9,0.26,0.411,0.551,0.514,13.6,21,0.201,0.517,11,77,0.201,15376
2018,Chicago Bulls,FALSE,24.4,0.2,103.8,110.9,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,20776
2018,Charlotte Hornets,FALSE,26.6,-0.19,109.4,109.1,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,16376
2018,Cleveland Cavaliers,TRUE,30.6,-0.35,112.9,111.9,98,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,20562
2018,Dallas Mavericks,FALSE,27.7,0.34,106.3,109.5,95.6,0.217,0.382,0.544,0.513,11.5,18,0.166,0.532,12.8,78.9,0.193,19792
2018,Denver Nuggets,FALSE,25.1,0.09,112.5,111,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,17141
2018,Detroit Pistons,FALSE,25.9,-0.11,107.2,107.3,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,17413
2018,Golden State Warriors,TRUE,28.8,-0.19,113.6,107.7,99.6,0.239,0.339,0.603,0.569,14.1,21,0.195,0.504,12.6,76.3,0.186,19596
2018,Houston Rockets,TRUE,29.8,-0.27,114.7,106.1,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,17871
2018,Indiana Pacers,TRUE,26.2,-0.2,109.5,108.1,96,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,16052
2018,Los Angeles Clippers,FALSE,27,0.11,110.3,110.2,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,17020
2018,Los Angeles Lakers,FALSE,23.7,0.11,106.5,108,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,18935
2018,Memphis Grizzlies,FALSE,26,0.39,104.5,111,94.9,0.255,0.317,0.539,0.5,14,22.4,0.201,0.529,13.8,76.5,0.256,15948
2018,Miami Heat,TRUE,26.5,-0.33,106.8,106.3,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79,0.215,19630
2018,Milwaukee Bucks,TRUE,25.9,-0.15,109.8,110.1,96.3,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,16856
2018,Minnesota Timberwolves,TRUE,27.1,0.12,113.4,111.1,96,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,17056
2018,New Orleans Pelicans,TRUE,27.6,0.18,109.6,108.3,100.5,0.237,0.319,0.573,0.541,13.3,20,0.183,0.513,12.5,76.7,0.175,16437
2018,New York Knicks,FALSE,26.3,0.03,107.1,110.7,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.1,76.7,0.208,19332
2018,Oklahoma City Thunder,TRUE,27.3,0,110.7,107.2,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,18203
2018,Orlando Magic,FALSE,25.6,-0.1,105.2,110.1,98.1,0.238,0.342,0.545,0.512,13.3,20,0.18,0.525,12.8,75.6,0.187,17915
2018,Philadelphia 76ers,TRUE,25.8,-0.2,109.5,105,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,20361
2018,Phoenix Suns,FALSE,23.7,0.57,103.5,112.9,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,16843
2018,Portland Trail Blazers,TRUE,25.6,0,109.1,106.4,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,19409
2018,Sacramento Kings,FALSE,26.4,0.39,103.7,111.1,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,17431
2018,San Antonio Spurs,TRUE,29.3,0,107.9,104.8,95,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,18404
2018,Toronto Raptors,TRUE,25.8,-0.49,113.8,105.9,97.4,0.25,0.377,0.575,0.539,12.1,23,0.198,0.501,13,77.7,0.212,19840
2018,Utah Jazz,TRUE,26.7,0.17,108.4,103.9,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14,79.8,0.19,17922
2018,Washington Wizards,TRUE,26.9,-0.06,109.3,108.7,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,18032
2017,Atlanta Hawks,TRUE,27.9,-0.38,104.9,105.7,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,15959
2017,Boston Celtics,TRUE,25.9,-0.39,111.2,108.4,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,18553
2017,Brooklyn Nets,FALSE,26,-0.01,104.1,110.7,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,15429
2017,Chicago Bulls,TRUE,26.9,-0.39,107.4,107,95.3,0.259,0.256,0.53,0.487,12.3,27,0.206,0.507,12.4,76.8,0.169,21680
2017,Charlotte Hornets,FALSE,26.5,-0.26,108.8,108.6,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,17333
2017,Cleveland Cavaliers,TRUE,29.2,-0.31,113.6,110.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,20562
2017,Dallas Mavericks,FALSE,27.6,0.4,105.6,108.8,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,19789
2017,Denver Nuggets,FALSE,25.2,0.19,113.2,112.7,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,14672
2017,Detroit Pistons,FALSE,25.4,-0.17,106,107.1,95,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,15979
2017,Golden State Warriors,TRUE,28.2,-0.28,115.6,104,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,19596
2017,Houston Rockets,TRUE,27.4,0.08,114.7,109,100,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,16973
2017,Indiana Pacers,TRUE,27,-0.42,108.6,108.8,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,16697
2017,Los Angeles Clippers,TRUE,30,0.13,112.7,108.2,96.1,0.312,0.329,0.574,0.537,12,21.5,0.233,0.506,12.1,76.9,0.211,19088
2017,Los Angeles Lakers,FALSE,25.1,0.58,106,113,98.5,0.259,0.295,0.537,0.501,13.5,25,0.195,0.542,13,75.8,0.213,18949
2017,Memphis Grizzlies,TRUE,29.5,0.47,107.7,107.1,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,16520
2017,Miami Heat,FALSE,26.5,-0.29,107.8,106.7,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,19644
2017,Milwaukee Bucks,TRUE,25.6,-0.26,109.1,109.3,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,15828
2017,Minnesota Timberwolves,FALSE,24,0.47,110.8,112,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,14810
2017,New Orleans Pelicans,FALSE,25.7,0.41,105.2,107.4,98,0.256,0.308,0.539,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177,16173
2017,New York Knicks,FALSE,27.3,-0.2,107.7,111.5,96,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,19774
2017,Oklahoma City Thunder,TRUE,24.7,0.39,108.3,107.5,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,0.511,12.5,79,0.218,18203
2017,Orlando Magic,FALSE,25.3,-0.04,103.7,110.5,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,17753
2017,Philadelphia 76ers,FALSE,24.6,-0.14,103.2,108.9,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,17331
2017,Phoenix Suns,FALSE,25,0.49,106.6,112.2,100.3,0.297,0.255,0.538,0.493,13.4,26,0.231,0.525,13.1,76.4,0.264,17134
2017,Portland Trail Blazers,TRUE,24.8,0.3,110.3,110.8,96.7,0.275,0.322,0.559,0.52,12.5,23,0.214,0.508,11.6,76.8,0.241,19318
2017,Sacramento Kings,FALSE,27.9,0.58,107.3,111.3,94.9,0.284,0.291,0.556,0.516,13.7,21,0.22,0.528,12.9,76.3,0.227,17608
2017,San Antonio Spurs,TRUE,29.6,-0.06,111.1,103.5,94.2,0.263,0.281,0.564,0.524,12.6,24,0.21,0.492,13.5,77.6,0.192,18423
2017,Toronto Raptors,TRUE,26.1,-0.56,112.3,107.8,94.7,0.293,0.289,0.561,0.517,11.8,25,0.233,0.507,13.5,76.3,0.223,19830
2017,Utah Jazz,TRUE,26.8,0.06,109.6,105.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,19662
2017,Washington Wizards,TRUE,26,-0.45,111.2,109.3,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,17003
2016,Atlanta Hawks,TRUE,28.2,-0.12,105.1,101.4,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,16833
2016,Boston Celtics,TRUE,25.2,-0.37,106.8,103.6,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,18270
2016,Brooklyn Nets,FALSE,26.9,0.24,103.2,110.9,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,15125
2016,Chicago Bulls,FALSE,27.6,0.01,105,106.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,21821
2016,Charlotte Hornets,TRUE,26,-0.36,107.2,104.3,95.6,0.28,0.348,0.545,0.502,11.7,20,0.222,0.496,12.5,79.8,0.191,17485
2016,Cleveland Cavaliers,TRUE,28.1,-0.55,110.9,104.5,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,20562
2016,Dallas Mavericks,TRUE,30.3,0.29,106.7,107,94.3,0.265,0.339,0.544,0.502,12,20.6,0.211,0.504,12.8,76.2,0.198,20144
2016,Denver Nuggets,FALSE,24.7,0.29,105.6,108.9,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,14095
2016,Detroit Pistons,TRUE,25,-0.18,106.1,105.5,95.1,0.296,0.303,0.522,0.491,12.2,27,0.197,0.504,12.5,79.3,0.196,16516
2016,Golden State Warriors,TRUE,27.4,-0.38,114.5,103.8,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,0.479,12.6,76,0.208,19596
2016,Houston Rockets,TRUE,27.8,0.14,108.3,108.1,97.6,0.352,0.37,0.553,0.516,14.2,25.7,0.244,0.516,14.8,72.8,0.219,17982
2016,Indiana Pacers,TRUE,26.9,-0.09,104.6,102.9,96.6,0.268,0.27,0.536,0.497,13.5,23.4,0.205,0.489,14.3,76,0.205,16847
2016,Los Angeles Clippers,TRUE,29.7,-0.15,108.3,103.8,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,19193
2016,Los Angeles Lakers,FALSE,26.5,0.64,101.6,111.6,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,18997
2016,Memphis Grizzlies,TRUE,30.5,0.11,105.4,107.8,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,17119
2016,Miami Heat,TRUE,28.4,-0.14,106.1,104.4,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,19740
2016,Milwaukee Bucks,FALSE,23.5,0.2,104.3,108.7,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,15166
2016,Minnesota Timberwolves,FALSE,24.6,0.15,106.5,110.1,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,14175
2016,New Orleans Pelicans,FALSE,26.6,0.24,105.6,109.5,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,16794
2016,New York Knicks,FALSE,27.2,0,104.6,107.6,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,19812
2016,Oklahoma City Thunder,TRUE,25.8,-0.19,113.1,105.6,96.7,0.292,0.275,0.565,0.524,14,31.1,0.228,0.484,11.7,76,0.205,18203
2016,Orlando Magic,FALSE,23.9,-0.06,105.1,106.8,96,0.232,0.255,0.533,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,17515
2016,Philadelphia 76ers,FALSE,23.3,0.31,98.8,109.2,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,0.51,13.5,74,0.24,14991
2016,Phoenix Suns,FALSE,26,0.34,102.2,109,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,17107
2016,Portland Trail Blazers,TRUE,24.3,0.15,108.8,108,96,0.268,0.332,0.548,0.511,13.2,25.9,0.202,0.503,12.1,76.2,0.225,19368
2016,Sacramento Kings,FALSE,26.6,0.16,106,108.4,100,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14,74.9,0.202,17222
2016,San Antonio Spurs,TRUE,30.3,-0.36,110.3,99,93.8,0.246,0.223,0.564,0.526,12.4,23,0.197,0.477,14.1,79.1,0.182,18450
2016,Toronto Raptors,TRUE,26.3,-0.42,110,105.2,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,19826
2016,Utah Jazz,FALSE,24.2,0.05,105.9,103.9,91,0.286,0.297,0.54,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,19305
2016,Washington Wizards,FALSE,27.3,0,105.3,105.8,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,17693
2015,Atlanta Hawks,TRUE,27.8,-0.68,108.9,103.1,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.492,14.9,73.4,0.185,17412
2015,Boston Celtics,TRUE,25,-0.56,104.7,104.5,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.176,0.494,13.7,75,0.208,17594
2015,Brooklyn Nets,TRUE,28.6,-0.25,104.4,107.4,92.7,0.267,0.24,0.529,0.491,13,23.9,0.2,0.506,12.9,73.7,0.185,17037
2015,Chicago Bulls,TRUE,28.8,-0.46,107.5,104.3,92.8,0.304,0.269,0.536,0.489,12.9,27,0.238,0.473,11.3,74.4,0.182,21625
2015,Charlotte Hornets,FALSE,26,-0.27,100.1,103.5,93,0.269,0.226,0.498,0.456,11.2,22.1,0.202,0.487,12,79.3,0.188,17192
2015,Cleveland Cavaliers,TRUE,26.9,-0.4,111.1,106.3,92.3,0.287,0.334,0.557,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177,20562
2015,Dallas Mavericks,TRUE,29.9,0.46,109.5,106.4,95.2,0.262,0.296,0.55,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204,20188
2015,Denver Nuggets,FALSE,26.4,0.48,104.5,108.2,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,0.504,13,74.7,0.239,14700
